0.9735,0.9723
0.33065,0.707
0.32604,0.6516
0.34677,0.65743
0.34677,0.68367
0.33525,0.68076
0.31682,0.6691
0.31221,0.68367
0.29839,0.63994
0.32604,0.63994
0.66935,0.68659
0.66014,0.67201
0.65092,0.62828
0.65553,0.59329
0.67627,0.63703
0.67396,0.63994
0.69009,0.66327
0.6924,0.60204
0.25922,0.31341
0.26382,0.26968
0.31682,0.19971
0.39977,0.17055
0.46198,0.16764
0.59562,0.18513
0.66935,0.23178
0.72235,0.32507
0.49885,0.16472
0.50806,0.16181
0.56106,0.17347
0.50806,0.074344
0.40438,0.1414
0.36521,0.1414
0.31682,0.18805
0.27074,0.26968
0.49194,0.45627
0.47811,0.41545
0.49424,0.41837
0.50115,0.45627
0.50115,0.45627
0.46659,0.43003
0.63249,0.20845
0.68548,0.25802
0.6947,0.28426
0.45046,0.12391
0.50806,0.12391
0.57488,0.12682
0.63479,0.18222
0.68779,0.23469
0.44816,0.08309
0.39516,0.097668
0.36751,0.18805
0.32604,0.19388
0.32143,0.60496
0.29839,0.59621
0.33525,0.59913
0.35138,0.63703
0.35138,0.6691
0.68548,0.62245
0.70853,0.61662
0.47811,0.44752
0.46889,0.44752
0.46889,0.42711
0.48963,0.40379
0.51498,0.43294
0.5265,0.10641
0.61866,0.16472
0.66475,0.20554
0.30069,0.63994
0.68779,0.64286
0.69931,0.64286
0.67857,0.59913
0.65553,0.58746
0.65553,0.65452
0.69009,0.6516
0.50115,0.41837
0.48733,0.43294
0.6924,0.64577
0.65783,0.6312
0.41129,0.12391
0.45507,0.10933
0.5288,0.13848
0.45507,0.11224
0.45046,0.11808
0.4735,0.11808
0.48963,0.12391
0.31912,0.6137
0.303,0.67201
0.31221,0.64869
0.32604,0.61953
0.44124,0.12974
0.49424,0.13557
0.54263,0.13557
0.59101,0.15889
0.61636,0.17638
0.53571,0.077259
0.57949,0.11808
0.60023,0.13557
0.42512,0.11516
0.34447,0.15889
0.31912,0.18805
